INPUT:id	INPUT:left	INPUT:lemma	INPUT:right	INPUT:senses	INPUT:word	OUTPUT:sense_id	CONFIDENCE:sense_id	OUTPUT:activity	GOLDEN:sense_id	
754	беспокойно двигаются, то и дело поднимают головы и озираются по сторонам. Тело	гусеница	становится прозрачным и просвечивает, как зреющий виноград. Шелководы знают -- медлить нельзя: пришла		гусениц	1	99.99%			
536	Пилата. Многое в фантасмагорической части «Мастера и Маргариты» вышло из наворота гоголевских	гипербола	: повести о капитане Копейкине, слухах о Чичикове, ревизоре и т. п. Из		гипербол	1	99.98%			
697	что русы козарами овладали, ниже явится, что Святослав и по нем другие,	град	их раззоря, в Русь перевели и поселили, н. 108, 129, 336; однако		грады	3	99.91%			
1085	общителен. Жанета очень любила издали слушать, как он пел в своем любимом	кабачок	старые-престарые, веселые песни, с трудом понимаемые нынешними французами. Немножко странным казалось		кабачке	1	99.99%			
1259	- вы представляете, что это такое?! Дорога отвратительная, петляет все время, а на	капот	еще сидит оператор и снимает меня. У меня на тот момент был		капоте	1	99.96%			
1436	цвета, пахнущий шерстью. -- А почему оно «какао»? -- поинтересовался Володя. -- Так	кок	обозначил, -- сердясь, ответила тетя Поля. -- Ему виднее, Владимир Афанасьевич. Капитан, между прочим		кок	2	99.99%			
2306	его вперед. Должно получиться волнообразное движение, идущее от ног и передающееся в	таз	, плечо, руку. Этому сексуальному движению надо		таз	2	99.99%			
1362	. ЗАНИМАТЕЛЬНЫЕ ЦИФРЫ В Московской области 800 рек, 230 озер, 12 водохранилищ, 700	карьер	и несметное количество прудов. Специалисты «Мосрыбвода» предполагают, что не менее полумиллиона москвичей		карьеров	2	99.99%			
1716	и чмокнула малютку прямо во влажный носик, как в спину ей влетел	мандарин	. Цирковые хулиганки Из клетки напротив лихо корчат рожицы две симпатичные обезьянки. - Ах		мандарин	1	99.99%			
1662	, как один казак шестой сотни, догоняя немца, осумасшедшев, рубил его лошадь по	круп	. От взлетывающей шашки лоскутьями отскакивала кожа... Нет, это немыслимо. Этому названья нет!		крупу	1	99.99%			
786	, естественно и безболезненно, как ждет гусеницу превращение в бабочку. Требовалось только время:	гусеница	-- шесть недель, Юрию -- три года, чтобы получить вместе с блестящим нарядом все		гусенице	1	99.99%			
1106	Морковь 5 Свекла 12 Укроп 40 - 60	кабачок	4 ПИСЬМО В ТЕМУ На хрен такой перец! Семена в пакетиках - коварная		Кабачок	3	99.99%			
1367	в г. Александров, ООО «Ремстрой» и ООО «Успех». Наиболее успешным проектом стал	карьер	, разработкой которого занимается ООО «Недра-Поиск». Без него завод мог бы и		карьер	2	99.98%			
618	Мария. -- Не прилягу, не водимая; не прилягу, не венчанная!.. -- и слезы	град	брызнули из очей ее. -- Воли Князя не изведешь, Мария, -- продолжал Свенельд, -- в		градом	2	100.00%		2	
1930	протянули друг другу руки, и, обмениваясь рукопожатием, я сказал -- отчетливо, почти по	слог	: «Здравствуйте, Пауло Коэльо». -- «Здав-ствуй-те», -- повторил он, тщательно выговаривая, не		слогам	1	99.99%			
1402	и воздух уже пахнет заморозками, посмотреть на этот вечный, теперь не работающий	карьер	на другом берегу, как шрам, изуродовавший окрестность, на серую Оку, на облетающий		карьер	2	99.99%			
231	заимке. Расставив бережно капканы,    Ребята взялись за стаканы. И потекла за байкой	байка	.    Попались утка, мишка, зайка. И щука свесилась с крючка,    А так же		байка	2	99.99%			
709	, град взять. Но стражи переяславские, далеко от града его усмотря, прибежали во	град	и сказали князю Мстиславу, которой тогда, не опасаясь никакого нападения, спал; також		град	3	99.94%			
134	едет на 30 суток. Не покидает ощущение, что мы присутствуем на рекламной	акция	, смертельно опасной и совершенно бессмысленной. КОММЕНТАРИЙ МИНОБРАЗОВАНИЯ «Толку от такой помощи не		акции	2	99.99%			
1108	базилик, соль и перец. С ЧЕМ СОЧЕТАЕТСЯ: красные сухие вина. РЕЦЕПТ № 2	кабачок	с тигровыми креветками под соусом из авокадо Время приготовления - 15 мин. НАДО:		Кабачки	3	99.99%			
657	в российском царствии на Москве и в Великом Новгороде и по иным	град	». Обилие берестяных грамот дало новую жизнь этим свидетельствам, показав, что обучение грамоте		градам	3	99.99%			
2478	животе, и слушал глубокомысленную беседу Мухаммеда с белобородым главою духовенства, пожелавшим сопутствовать	шах	в походе, чтобы все время молиться аллаху о даровании ему победы. Хорезм-		шаху	1	99.99%			
2411	АРМАВИР. Забастовало 500 извозчиков, требующих повышения	такса	и отмены форменной одежды. Принудительная набожность. КУНГУР. Один из гласных городской думы		таксы	1	99.99%			
2288	, чтобы поднять упавшую тросточку, -- это сократились musculi recti abdominis и потянули к	таз	грудную клетку. Близкие, и дорогие мне люди стали в моих глазах как-то		тазу	2	99.99%			
927	лет назад, когда организовали и провели в Угличе первый чемпионат России по	домино	. Мы уже догадывались, что домино - это не просто «забить козла» на природе		домино	2	99.99%			
375	не подозревают, что в помещениях, где они приобретают итальянские ботинки и голландские	гвоздика	, быть может, скоро будут летать колибри или ползать черепахи. В самых отдаленных		гвоздики	1	99.99%			
722	Холина (здесь где-то и проходила демаркационная линия между режиссером и автором). Взыскующий	град	иконописец Андрей Рублев (первое название сценария «Страсти по Андрею»), узник собственной совести		града	3	99.76%			
341	Сунул парню деньги: лети на базар. Тот возвращается, честно запыхавшись, тащит... белые	гвоздика	. И на упреки (могу себе представить параджановские «упреки»!) еще обижается: «Дядя		гвоздики	1	99.99%			
1140	луковицы, 2-3 зубчика чеснока, 2 шт. сладкого перца. Нарезанные кружками молодые	кабачок	сложить в 3-литровую банку, пересыпая их		кабачки	3	98.47%			
477	. Именно поэтому их проповедь национальной самобытности доходила подчас до таких парадоксов и	гипербола	, что, по свидетельству того же Герцена, они рисковали навсегда прослыть «курьезной партией		гипербол	1	99.99%			
645	граду. Тогда Владимир приступил к восточным вратам от стреженя и, взяв наружный	град	, зажег, а граждане ушли во внутренний замок, и была им теснота великая.		град	3	99.88%			
1885	все буквы из коротких слов. Вот два примеры: ТРИ ОТВЕТА = АВТОРИТЕТ ПЕСНИ	рок	Err:509		РОК	2	99.99%			
2137	командировке. А к вечеру, как обычно, надо было нести на подпись шефу	стопка	договоров. Ольга долго мялась перед дверью, а потом постучала. Босс подписал документы,		стопку	1	99.99%			
1336	» Эммануэля Жинобили, получившего травму. Как результат дрим тим начала с места в	карьер	– «+19» по итогам первой четверти. Аргентинцы не сложили оружие, и незадолго до		карьер	1	99.98%			
1479	Невеста) цветов. И не забудьте провести (это надо сделать до листопада) опрыскивание	крона	деревьев 5-процентным раствором мочевины против парши. 21-23 сентября (растущая Луна		крон	1	99.99%			
99	покрывали потребностей даже на самые необходимые нужды города. Преступные группировки скупали пакеты	акция	предприятий, проводили своих представителей в местные властные структуры. Социальная и экономическая инфраструктура		акций	1	99.99%			
1437	Обязанности в походе: руководитель экспедиции, капитан судна и	кок	. Евгений Ковалевский – двукратный чемпион России и серебряный призер России по водному туризму,		кок	2	99.97%			
2054	военный подошёл и стал снимать фотографии . Штатский докурил папиросу и взялся за	стопка	"книг . На столе лежал роман "" Страшный Тегеран "", фотосправочник и попавшие неизвестно откуда"		стопку	0	96.03%			
939	рынке ценных бумаг. По мнению Осадчего, Банк проектного финансирования стал жертвой эффекта	домино	, порожденного отзывом лицензии Мастер-банка. — Набег вкладчиков обескровил банк, лишил его ликвидности		домино	2	99.99%			
764	маленьких птиц. Конечно, я остался на некоторое время в своем убежище: пусть	гусеница	, которая для меня стала удавом, уползет подальше. Свет проникал через щель и		гусеница	1	99.99%			
1687	, 7 апреля был задержан милицией в Нижнем Тагиле при выходе из кафе «	мандарин	». В 2001 году приговором Свердловского областного суда осужденный Сычев был признан виновным		Мандарин	1	99.99%			
1775	... Но иначе я не могу, хозяин стоит рядом, наблюдает. На самом деле	мандарин	пакистанские. Вот так, Абхазия нынче находится в районе Пакистана - вот вам и		мандарины	1	99.98%			
464	любви» он заставил Бирона обрушиться на «тафтяные фразы, чопорные шелковые слова, утонченные	гипербола	, жеманную аффектацию, педантические тропы». «Эти мухи, -- говорит Бирон, -- покрыли меня опухолью		гиперболы	1	99.98%			
1415	качался на тонких ножках защитник, небольшой человек с выпученным животом и седым	кок	на лысоватой голове; он был похож на петуха и обладал раздражающе звонким		коком	1	99.99%			
2373	слухи есть слухи, чего на них ориентироваться? На покупку очков тоже есть	такса	- от 300 до 500 тысяч долларов за три очка. И опять же -		такса	1	99.99%			
1500	грудью, беззаботно свистеть, забыть слово «война»... Бродить, жевать стебли трав, смотреть на	крона	сосен, слушать шум моря и чувствовать под босой ногой теплый песок Балтики,		кроны	1	99.99%			
1451	них отвечал шкипер Андрей. Мой папа командовал, и матросы танцевали. Я скомандовал	кок	, они угостили больных. Санитары показали сценку. А теперь те, кто участвовал в		кокам	2	99.99%			
1176	рулем своей машины, грубо отказался выполнить требования постового милиционера, тот оказался на	капот	движущейся бернесовской «Волги», и артист, рискуя каждую секунду сбросить его под колеса,		капоте	1	99.99%			
1432	большой говорун и с сильной замашкой пофрантить: вечно с завитым а-ла-	кок	и висками. Он было и в настоящем случае прилетел в своем, по		коком	1	99.99%			
1593	приобрел. В последствии он, конечно, раздал долги, но отдавал не по сто	крона	, как занимал, а в пересчете на русские деньги, то есть по десять		крон	2	99.98%			
213	никто в архивы не полезет. И мне обидно было, что эту дурацкую	байка	запустил фронтовик и уважаемый мной писатель. - Отношение СС к евреям известно, а		байку	2	99.99%			
2356	пути беру первого клиента из ночного клуба. Сажаю его на площади Ильича.	такса	сто рублей - все равно по пути. Парень отдает деньги сразу и мирно		Такса	1	99.98%			
1189	моделью свесы стали меньше, а колесная база увеличилась на 25 мм. Длинный	капот	теперь украшают продольные выштамповки, а от арки переднего колеса до края заднего		капот	1	99.99%			
2114	раскосыми глазами удивительно занятны. Сбоку юрты сложены пожитки семьи -- два небольших сундучка,	стопка	кошм и одеял, посуда. Острый запах бараньей шерсти и кумыса стоит в		стопка	0	99.87%			
811	сказал: «Желаю вам выжить» и вернулся к рычагам. Танк загремел, залязгал, хрустнул	гусеница	и покатился вперед.		гусеницами	2	99.98%			
901	палец к виску, выразительно крутит пальцем... -- Чокнулся? Совсем? Сам с собой в	домино	играешь среди ночи? -- Светку жду, -- говорит Эди. -- А разве она не		домино	2	99.99%			
1456	ее с нескрываемым интересом и удовлетворением... *** Козырев потерял сон, не зная отдыха.	кок	подлодки Белоголовый измучился, воюя с ним из-за каждой ложки супу. Козырев почти		Кок	2	99.99%			
704	христиан!» Там, где жители московские приняли некогда Владимирский образ Богоматери, несущий спасение	град	в нашествие Тамерлана -- где ныне монастырь Сретенский, -- там митрополит, епископы, духовенство с		граду	3	99.99%			
1964	. При всей ее внешней простоте, подчеркнуто инструктивном характере, скромности и даже лапидарности	слог	. Мастер, передавая бывшим и будущим подмастерьям свое знание, с помощью которого, как		слога	2	99.98%			
2029	чутье: автор, пусть это даже мальчишка, может быть узнан по своему частному	слог	, как виновник дела или проступка по характеру. Слог -- есть физиономия автора, лицо.		слогу	2	99.99%			
2014	в его тексте , хотя бы она и нарушала привычные нормы шаблонного литературного	слог	. Вот один из тысячи примеров той « шероховатости » его литературного стиля , которую я		слога	2	99.99%			
715	загадочный эпизод: «...поехал князь великий Данило Иванович изыскивать места, где ему создать	град	престольный к великому княжению своему. И взял с собою некоего греченина, именем		град	3	99.99%			
2047	порицать сочинение... не находят более убийственного приговора, как следующий: сочинение писано карамзинским	слог	... А меж тем искусство существует». «Для нас уж Пушкин стар, давай		слогом	2	99.98%			
2092	, и обстоятельно поговорить? Медведев поднялся в номер и включил верхний свет. Книги,	стопка	бумаг и раскрытый фотоальбом, который он рассматривал утром, показались ему вдруг чужими		стопки	1	99.93%			
1710	коп. килограмм. В магазинах продавали свиную вареную колбасу, говядину, крабов и китайские	мандарин	. Камбала не помещалась на сковородке. Ярко светило солнце.		мандарины	1	99.96%			
1582	делегации дядечка, подозреваю, из КГБ, каждый день давал мне монетку в пять	крона	, и я покупал себе мороженое… Такая вот поездка. А в капиталистической стране		крон	2	99.99%			
961	прошлый раз мы проиграли, потому что африканцы грубо нарушили правила игры в	домино	: они играли трезвыми! - пояснил нам ветеран российской сборной депутат Леонид Маевский. Судейская		домино	2	99.93%			
651	половцев побивали. Половцы, видя, что силою не взять, умыслили воду, текусчую подле	град	, перекопать, что с великим трудом и потерянием многих людей учинили и, пересыпав		града	3	97.91%			
1724	опасное, потому что в милицию заявлять азербайджанцы все равно не пошли бы:	мандарин	, которые они продают как колхозные, на самом деле частные, и такие деньги,		мандарины	1	99.99%			
294	а это она себе такой пиар устроила - имя свое раскрутила. - Это все	байка	. Я лично видел мою дочь, в каком она состоянии была. Были сильные		байки	2	99.99%			
2494	с другой стороны, известному фанатизму и необузданности сей самой, которая одна вынудила	шах	и в 1826 году начать с нами войну. Сопротивление мятежникам, сделанное персидским		шаха	1	99.99%			
1440	составило. Вот тут-то и выдохнул восхищенно Череп: «Кок!..» -- Кок!.. Настоящий кок!.. Живой	кок	!.. -- изумленно повторял он на все лады. -- Ты понимаешь, что такое кок		кок	2	99.99%			
1369	в пределах особо ценных сельскохозяйственных земель -- черноземов. На начало 2000 г. нарушено	карьер	, отвалами и хвостохранилищем 6754.9 га земель. За период работы комбината снято 3334.5		карьером	2	99.99%			
1370	ее мужа», «Тереза Батиста, уставшая воевать». А экранизация его романа «Генералы песчаных	карьер	» в нашем прокате предвосхитила успех бразильских «мыльных опер» последних лет. Как сообщили «		карьеров	2	99.97%			
2552	и деспотические правительства – в ненависти, охватившей весь Ближний Восток, и предсказал, что	шах	осталось несколько месяцев. «Знаете, – сказал он, – вы посеяли семена этого восстания, когда		шаху	1	99.92%			
89	бы заинтересован в приобретении блокирующего пакета в «Бургас — Александруполисе», а небольшой пакет	акция	его вряд ли устроит. Однако купить 25% акций в проекте, по мнению		акций	1	99.97%			
319	вместе с мочалкой. В последнем случае поручик аккуратно развешивает над диваном, на	гвоздика	, все свое имущество: пальто, шапку, лоснящийся от старости, белый по швам, но		гвоздиках	2	94.52%			
755	для себя -- а особенно для Гусеницы! -- был послушным ребенком. Он немедленно выпустил	гусеница	из клюва, и она стремглав полетела вниз. Но, надо отдать ей справедливость,		Гусеницу	1	99.99%			
2342	рабочий люд, чтобы с ним недолго «разговаривать». Есть пачпорт? -- вот тебе	такса	, вынимай четвертак! Нет пачпорта плати целковый-рубль, а не то и острог		такса	1	99.99%			
429	может мочи держать, то изотри мелко сухого козьего калу и положи немного	гвоздика	в ушном и ешь. Ежели кому от езды рана будет, то помажь		гвоздики	2	99.98%			
1748	салфеточки, копченых кур, постельное белье, квашеную капусту, белые и черные семечки, чурчхелу,	мандарин	, колготки, кастрюли и многое, многое др. Крайне редко продавцы бывают назойливы или		мандарины	1	99.99%			
2449	. Трусили похожие на топорики фокстерьеры, чуткие и смелые собаки. И голые черные	такса	, которых Борька считал до сих пор бездельниками и уродами, держались с гордым		таксы	2	99.99%			
981	доминошники, а мы в тот момент новые правила еще толком не знали.	домино	- это вам не дуйбол Активнее всего спортивным домино сейчас занимаются в Петербурге.		Домино	2	99.99%			
282	, с передышками -- давно так не смеялась!!! LadyMystery , 2005.01.29 23:53. Это -«	байка	Скорой помощи».		Байки	2	99.99%			
1412	"не к добру"". И видение-то было не в хорошем месте. Старый"	карьер	, где много лет добывали песок, жители Монастырщины и других сел, расположенных на		карьер	2	99.99%			
747	«гусеница» туда попадет, потому что будет огибать неожиданные препятствия... Потому что «принцип	гусеница	» есть способ добраться до единой для всех цели... А не драка за		гусеницы	0	67.83%			
2134	. На проходной возле окошечка бюро пропусков, в полуметре от поста охраны, лежит	стопка	газет «Любимый Президент». Место выбрано удачно: посетитель, прибывший в министерство, мимо газеты		стопка	1	99.99%			
145	ДПС 3 раза останавливали колонну под предлогом проверки документов. В парке Авиаторов	акция	встречали около 50 человек, они запустили в воздух надутые гелием черные презервативы,		акцию	2	99.99%			
615	выталкивает Иванова. Деревня внизу. Собрание колхоза. Председатель: -- Ну и год выдался: пшеницу	град	побил, картошка не уродила, свиньи не опоросились, коровы не доятся...(Треск проламываемой		град	1	99.99%			
1037	пить. И они втроем до четырех часов утра мотались по маленьким грязным	кабачок	, садились за столики к истеричным проституткам и спекулянтам валютой, смеялись, шутили, пели		кабачкам	1	99.99%			
1421	его жизни. Итак, смело в бой, к победе! Подкрутив колечком усики, взбив	кок	в кудрях, Илья Сохатых направился сумеречным вечером ко двору красотки. -- Никто не		кок	1	99.89%			
2151	тем, что можно пропустить стаканчик-другой «дешевого» (в смысле очков) сухого вина,	стопка	водки. Но предупреждаю - не переборщите с алкоголем. В водке очков мало, да		стопку	2	99.99%			
2147	и тут не окажется подходящих фигур, значит все розыски были напрасны. Небольшая	стопка	карточек лежала перед Фадеичем, но ни он, ни Кручинин к ней ещё		стопка	1	99.99%			
1967	, впрочем, предав своих трех неправедных коллег. Из этих Гурман (ударение на первом	слог	) был толстый, лысый человек, с кофейным родимым пятном в полчерепа, большими покатыми		слоге	1	99.98%			
101	% принадлежит основателю группы «Русский стандарт» Рустаму Тарико, а еще 25% плюс одна	акция	— французской страховой компании Cardif, входящей в группу BNP Paribas. Дело в отношении		акция	1	99.89%			
2126	?» Не успел Каштанов и рта открыть, как у него на столе выросла	стопка	заявлений от желающих получить золотую медаль в вечерней школе. Каштанов перебрал листки. -		стопка	1	90.21%			
2409	и создают собственные линии косметики, одежды и белья, а также устанавливают свою	такса	на посещение ночных клубов и вечеринок.		таксу	1	99.99%			
760	- Скорее всего, на дуб напала	гусеница	ночной бабочки древоточец пахучий. В одном стволе они могут поселяться сотнями. Взрослая		гусеница	1	99.99%			
1288	до десяти. И, право, менялись лишь имена, да цвет волос, да покрой	капот	. А затем всегда одна и та же история. Непременный возраст между тридцатью		капотов	2	99.83%			
1162	был такой силы, что машина оказалась на боку, у нее оторвало кузов,	капот	", крылья, груз раскидало в радиусе десяти метров"", - сказал собеседник агентства. Автомобиль ""Урал"","		капот	1	99.99%			
721	. Град божий -- незримая духовная община христиан, видимым воплощением которой является церковь, -- вечен,	град	же земной, государство, преходящ и подвержен гибели. Оба града идут каждый своим		Град	3	99.99%			
1636	их с яростью крайнего, неутоляемого отчаянья, не глядя, куда придется удар: по	круп	, по уху, по дуге, по чресседельнику. Давно уж скрылись бородачи в пыли,		крупу	1	99.98%			
139	было запланировано получить $1.2 млрд. Выполнение же социальных программ можно соединить с	акция	по популяризации собственных персон. Как правильно рассудили вчерашние революционеры, лишний рубль в		акциями	2	99.32%			
311	же к Дюферлю, чтоб букет из белых роз и в середку черную	гвоздика	! И чтобы Любочка собрала! Она мой вкус знает. Живей! Вижу, какое дело		гвоздику	1	99.74%			
2333	некоторым углом относительно туловища. Из этого положения начинается движение ног, направленное вверх.	таз	опускается вниз, тело прогибается в поясничной части. Ноги выпрямлены в коленных суставах,		Таз	2	99.99%			
769	-три гусеницы. А когда случается вспышка, на одно дерево приходится сорок тысяч	гусеница	размером с палец! Два дня -- и дерево голое! И это на территории		гусениц	1	99.99%			
1350	памятника Курчатову, затем пройдут с песнями до фестивальной поляны на берегу студенческого	карьер	в Городском бору. В программе второго дня – хороводы и игры, ярмарка, молодецкие		карьера	2	99.99%			
1572	усмехнулся. — Смешно, — сказал он. — Господин этот ваш, Павор, смешное дело, двести	крона	предлагает за эту штуку. — Спьяну, наверное, — сказал Виктор. — Зачем она ему…		крон	2	99.99%			
1008	?). И только раз в год лучшие борцы мира собирались в одном гамбургском	кабачок	, закрытом для публики, и в честной борьбе выявляли сильнейшего. Несмотря на то		кабачке	1	99.99%			
1485	. Вот-вот начнется новый период, с выпавшим снегом, но темно-золотые и бронзовые	крона	деревьев до последних дней доминировали и в городе, и за его чертой.		кроны	1	99.99%			
1255	мы в хуторе, шофер -- под баранкой; подходим к машине, -- а он откинул	капот	и что-то возится в моторе. Ну, все союзные офицеры обучены автомобильному делу,		капот	1	99.99%			
1471	разливе. Вокруг него еще желто. В шоколадных лесах как будто виднеются зеленеющие	крона	, но это кажется: это не кроны, а зеленеющие поляны. По берегу озера		кроны	1	99.99%			
692	Из простых была, что ли, эта Мавра? -- Была она, сударь, из преславного	град	Тюменя, из мещан; родителей имела сильных и именитых, которые суету мирскую превыше		града	3	100.00%		3	
223	того, что их уже выселили, а дом тот вообще    разбомбили, - смеется над	байка	местный продавец Татьяна Вотинцева. –    Сейчас все только и говорят, что об этом		байками	2	99.99%			
1745	необходимый миллион с лишним рублей? Обеспокоенные профсоюзы, которые всегда занимались закупкой конфет,	мандарин	и формированием подарков, даже подняли этот вопрос на четвертом съезде ФНПР. Не		мандаринов	1	99.99%			
2003	книг. Но кто в двадцатые годы знал и помнил, и почитал Розанова?	слог	Шкловского казался всем открытием. Пародист Александр Архангельский написал очень удачную пародию на		Слог	2	99.99%			
2073	, и когда учительница отлучилась из класса, я заглянул на полку. Там лежала	стопка	папок «Дела детские». Название меня резануло. О документах, которые от нас прячут		стопка	1	99.98%			
2285	как баба . Он и физически был как-то неприятен -- нелепая , вздёрнутая фигура , широкий	таз	, узкое мокрое лицо в пятнах , острые собачьи скулы . Да , да , в нём		таз	2	99.99%			
190	. Командные финалы 10.00, 13.00, 16.20, 0.15, 3.00 «Пресс-центр» 10.20 «Связь времен» 10.25 «	байка	старого болельщика» 10.30 Американский футбол. События недели 11.00 Проф. бокс. Бой за		Байки	2	99.98%			
1778	, сплюснутые, мякоть плодов состоит из долек. К роду цитрусов принадлежат апельсины, лимоны,	мандарин	, пампельмусы, цитроны, кинканы и другие. Цитрусы очень полезны. Особенно же важны цитрусовые		мандарины	1	99.99%			
1560	в свое время Иоганну Себастьяну Баху за исполнение его концерта платили 1	крона	. Была ли то плата за услугу или за молчание тоже? Судя по		крону	2	99.99%			
219	стана полковника: они то сообщают о перебежчиках из лагеря повстанцев, то распространяют	байка	о «десятке» сбитых силами ПВО американских и французских самолетов...		байки	2	99.99%			
587	...». Далее на десяти листах с обеих сторон следовали уравнения, таблицы, графики, параболы,	гипербола	, чуть ли не метафоры. Все заканчивалось длиннющей химической формулой, в которой Пряничков		гиперболы	2	81.77%			
2388	и отчасти о водевилисте Каратыгине, который в водевиле «Булочная» возвел учение о «	такса	» в перл создания. Tout se lie, tout s'enchaîne dans ce bas		таксе	1	99.81%			
2497	также губернаторские выборы. А к тому времени, глядишь, либо ишак околеет, либо	шах	откинется. Елена НАЛИМОВА По воле городской администрации все мы являемся участниками рискованного		шах	1	99.99%			
1262	остановили. Не обращая ни малейшего внимания на окружающих, она насыпала кокаин на	капот	пикапа, свернула трубочку, сунула ему и сказала: «Нюхай, работай». Антон покорно взял		капот	1	99.99%			
953	. Есенин. Нас, молодых, выдвигавшихся тогда поэтов из Пролеткульта, пригласили читать стихи в «	домино	». Есенин тогда гремел и сверкал, и мы очень обрадовались, узнав, что и		Домино	2	51.62%			
5	в инструмент для спекуляций. Бумаги Сбербанка же выступают абсорбентом денег от продажи	акция	компаний других секторов», – полагает М. Шеин. «На рынке, как мне кажется, началась		акций	1	99.99%			
20	мы снизили цены на 20—30% на большинство наших продуктов, и эта	акция	действует до конца июня. В зависимости от дальнейшего развития ситуации возможны и		акция	2	99.99%			
458	смех. Самый смех есть тут не что иное, как результат сличения комической	гипербола	с действительностью, сличения, которое каждый зритель делает про себя. Что тип Робера		гиперболы	1	99.99%			
1391	и Adanakurichi, эксплуатируемых цементными заводами фирмы Madras Cement. Предпочтение комбайновой технологии на	карьер	Alathiyur на основе комбайнов Wirtgen Surface Miner было отдано в связи с		карьере	2	99.71%			
1535	поздняя осень, и орех стал по ночам сухо скрипеть ветками. Выкопал, обрезал	крона	, лишние корни и запрятал его на зиму под навес. И день за		крону	1	99.99%			
1410	. Древний рудник должен быть где-то тут, между современным заводом и устрашающих размеров	карьер	. Сейчас здесь обширная заводская свалка, по которой мы долго и безнадежно бродили.		карьером	2	99.99%			
307	"рассолу!"" 11 января. Самвел Арутюнян. На Самвела пьют коньяк, продают друг другу"	гвоздика	", дарят машины. ""Самвел пришел, Глафиру увел"". 20 января. Никола Коперник. В"		гвоздики	1	99.99%			
1055	подходить друг другу, приходится умирать на чужбине. Запад... Знойные пирамиды Египта и	кабачок	Гонконга. Женщины и дурманящее вино. И горькое пиво. Елисейские поля, Булонский лес		кабачки	1	99.46%			
2398	того уже, по их словам, обременены непосильными расходами вследствие прогрессивного уменьшения аптекарской	такса	при общем вздорожании жизненных условий. На основании вышесказанного нужно придти к заключению,		таксы	1	99.96%			
